LandmarkID,Name,Functn,Structure,EditBy,EditDate,Latitude,Longitude
7009681,Pony Pasture Rapids,"5000: Arts, entertainment, and recreation",9000: No structure,waldrosr,6/25/2010 14:02,37.55316236,-77.52092862
7009682,Powhite Ledges Rapids,"5000: Arts, entertainment, and recreation",9000: No structure,waldrosr,6/25/2010 14:02,37.54154358,-77.50067072
7009683,Choo-Choo Rapids,"5000: Arts, entertainment, and recreation",9000: No structure,waldrosr,6/25/2010 14:02,37.53635782,-77.49164373
7009684,Mitchell's Gut Rapids,"5000: Arts, entertainment, and recreation",9000: No structure,waldrosr,6/25/2010 14:02,37.52969945,-77.4796749
7009685,Variation Rapids,"5000: Arts, entertainment, and recreation",9000: No structure,waldrosr,6/25/2010 14:02,37.52723645,-77.45953476
7009686,First Break Rapids,"5000: Arts, entertainment, and recreation",9000: No structure,waldrosr,6/25/2010 14:02,37.52734541,-77.45792297
7009687,Hollywood Rapids,"5000: Arts, entertainment, and recreation",9000: No structure,waldrosr,6/25/2010 14:02,37.53003234,-77.45546377
7009688,Cemetery Rapids,"5000: Arts, entertainment, and recreation",9000: No structure,waldrosr,6/25/2010 14:02,37.53251697,-77.45450166
7009689,Southside Rapids,"5000: Arts, entertainment, and recreation",9000: No structure,waldrosr,6/25/2010 14:02,37.52849206,-77.44016439
7009690,Pipeline Rapids,"5000: Arts, entertainment, and recreation",9000: No structure,waldrosr,6/25/2010 14:02,37.53269149,-77.43927785
7009662,Mile 9,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.44433987,-77.435795
7009663,Mile 9,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.44393859,-77.43569463
7009664,Mile 8,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.44151722,-77.41829249
7009665,Mile 8,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.44111402,-77.41817158
7009666,Mile 7,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.44809618,-77.40124551
7009667,Mile 7,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.44849247,-77.40149121
7009668,Mile 6,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.45616466,-77.38720365
7009669,Mile 6,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.45651083,-77.38752141
7009670,Mayo Island,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,6/25/2010 14:00,37.52934397,-77.43322917
7009671,Cedar Island,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,6/25/2010 14:00,37.53317413,-77.49072786
7009672,Gwens Rock Island,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,6/25/2010 14:00,37.52640562,-77.47591585
7001470,Vauxhall Island,,,georgeae,9/6/2007 8:31,37.5311362,-77.4346302
7009673,Foleys Island,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,6/25/2010 14:00,37.52621246,-77.46929256
7009674,Bohannon Island,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,6/25/2010 14:00,37.52539716,-77.46919721
7009675,Paw Paw Island,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,6/25/2010 14:00,37.52532196,-77.46640729
7009676,Goat Islands,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,6/25/2010 14:00,37.52484118,-77.46381471
7009677,Creek Island,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,6/25/2010 14:00,37.5309448,-77.43659345
7009678,Shad Island,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,6/25/2010 14:00,37.52898933,-77.43937874
7009679,Devils Kitchen,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,6/25/2010 14:00,37.52952058,-77.43782734
7009680,Arvis Island,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,6/25/2010 14:00,37.52503975,-77.47151257
7009635,Mile 80,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.59541008,-77.46690529
7009636,Mile 80,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.59533312,-77.46652088
7009637,Mile 196,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.53281809,-77.35635249
7009638,Mile 196,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.53230606,-77.35634965
7009639,Mile 195,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.53033921,-77.37397639
7009640,Mile 195,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.52992966,-77.37409064
7009641,Mile 194,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.53959218,-77.38707492
7009642,Mile 194,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.53925897,-77.3873266
7009643,Mile 193,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.5500646,-77.39923221
7009644,Mile 193,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.55026483,-77.39880294
7009645,Mile 192,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.55817825,-77.41371327
7009646,Mile 191,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.55063896,-77.42899699
7009647,Mile 18,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.52297581,-77.52868984
7009648,Mile 18,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.5226738,-77.52821292
7009649,Mile 17,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.50878954,-77.52782396
7009650,Mile 17,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.50853644,-77.52727125
7009651,Mile 16,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.49451085,-77.52177259
7009652,Mile 15,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.48123068,-77.51664152
7009653,Mile 15,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.48130362,-77.51614663
7009654,Mile 14,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.46850146,-77.50882
7009655,Mile 14,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.46872518,-77.5085113
7009656,Mile 13,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.45882394,-77.49631539
7009657,Mile 13,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.45897486,-77.49589301
7009658,Mile 12,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.44976658,-77.4833917
7009659,Mile 11,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.44012919,-77.47088765
7009660,Mile 10,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.44138122,-77.45353581
7009661,Mile 10,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.44192764,-77.4528787
7009628,Mile 68,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.44328607,-77.42561295
7009629,Mile 68,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.44309931,-77.42522774
7009630,Mile 67,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.43043652,-77.43127378
7009631,Mile 67,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.43057364,-77.43068643
7009632,Mile 82,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.61695701,-77.44430185
7009633,Mile 82,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.61688652,-77.44373557
7009634,Mile 81,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.60552262,-77.45543735
7009611,Mile 78,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.57208497,-77.45562892
7009612,Mile 78,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.57182475,-77.45580888
7009613,Mile 77,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.55906525,-77.45230926
7009614,Mile 76,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.55105777,-77.43804157
7009615,Mile 76,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.55074615,-77.43819826
7009616,Mile 75,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.54068857,-77.42703843
7009617,Mile 75,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.54065096,-77.42659272
7009618,Mile 74,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.52679652,-77.42872716
7009619,Mile 73,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.51280281,-77.42457503
7009620,Mile 73,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.51277844,-77.42501832
7009621,Mile 72,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.49872581,-77.42865675
7009622,Mile 72,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.49865488,-77.4282884
7009623,Mile 71,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.48508606,-77.43153988
7009624,Mile 70,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.47083743,-77.42879055
7009625,Mile 70,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.47087982,-77.42833532
7009626,Mile 69,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.45696853,-77.42561437
7009627,Mile 69,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.45698295,-77.42511051
7009585,Exit 193 B,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.54410459,-77.39353631
7009586,Exit 193 B,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.5417558,-77.39019048
7009587,Exit 195,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.53063891,-77.36468896
7009588,Exit 195,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.53269043,-77.35684253
7009589,Exit 80,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.59652222,-77.46609129
7009590,Exit 81,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.6056214,-77.45496677
7009591,Exit 82,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.60876169,-77.45123987
7009592,Exit 82,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.61690896,-77.44415375
7009593,Exit 17,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.58142365,-77.47360635
7009594,Exit 17,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.57454813,-77.47710325
7009595,Exit 16,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.56895759,-77.47878213
7009596,Exit 14,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.56081601,-77.48805916
7009597,Exit 14,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.5592503,-77.48880726
7009598,Exit 12,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.55267847,-77.48563896
7009599,Exit 11,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.55254435,-77.4857996
7009600,Mile 183,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.61001827,-77.5334017
7009601,Mile 183,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.60948703,-77.53328639
7009602,Mile 184,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.60587337,-77.51612433
7009603,Mile 184,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.60528327,-77.51582248
7009604,Mile 185,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.6012234,-77.49974099
7009605,Mile 185,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.60079167,-77.50002571
7009606,Mile 186,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.5953483,-77.48366707
7009607,Mile 186,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.59504861,-77.4840106
7009608,Mile 187,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.58580539,-77.47163922
7009609,Mile 79,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.58153387,-77.4692175
7009610,Mile 79,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.58140263,-77.46970495
7009577,Exit 67 A,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.4476009,-77.42321883
7009578,Exit 67 A ,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.43766357,-77.42974787
7009579,Exit 192,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.55848279,-77.41514411
7009580,Exit 192 A,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.55689172,-77.41235851
7009581,Exit 192 B,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.55533078,-77.4092731
7009582,Exit 192,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.5551987,-77.40798994
7009583,Exit 193 A,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.54572377,-77.39527628
7009584,Exit 193 A,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.54352489,-77.39246056
7009560,Exit 18,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.58862457,-77.47188988
7009561,Exit 18 B,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.58516365,-77.47380663
7009562,Exit 18 A,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.58400844,-77.47416937
7009563,Exit 78,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.57795919,-77.46612595
7009564,Exit 78,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.57356435,-77.45902863
7009565,Exit 76,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.55435858,-77.44623926
7009566,Exit 76,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.55098858,-77.43820777
7009567,Exit 75,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.54472804,-77.42819173
7009568,Exit 190,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.55087796,-77.42860163
7009569,Exit 74 C,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.5420786,-77.42733716
7009570,Exit 74 C,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.53811981,-77.42764729
7009571,Exit 74 B,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.53689255,-77.42902345
7009572,Exit 74 A,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.5299246,-77.42965682
7009573,Exit 73,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.5246818,-77.42834756
7009574,Exit 73,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.51786555,-77.42611593
7009575,Exit 69,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.46915993,-77.42818361
7009576,Exit 69,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.46467909,-77.42540145
7009549,Exit 183 A ,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.60686708,-77.52644817
7009550,Exit 183 A,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.60627985,-77.52081228
7009551,Exit 183 B,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.60596522,-77.51826634
7009552,Exit 183 B,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.60557794,-77.51790633
7009553,Exit 183 C,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.60525616,-77.51111145
7009554,Exit 185 A,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.6032968,-77.50174522
7009555,Exit 185 B,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.59844591,-77.49695695
7009556,Exit 185,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.59679108,-77.48767316
7009557,Exit 186 A,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.58857578,-77.47885517
7009558,Exit 186 C,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.58669165,-77.47473953
7009559,Exit 186,3440: Signs,5000: Transportation-related facilities,waldrosr,6/25/2010 14:00,37.58749009,-77.47208375
7001471,Baileys Island,,,waldrosr,6/25/2010 13:59,37.5317004,-77.43636263
7001640,Richmond Community High School,6125: Alternate education services,4210: Grade school,waldrosr,6/9/2010 12:55,37.57110136,-77.4298571
7000362,Educare Program,"6140: Technical, trade, and other specialty schools",4230: Trade or specialty school facility,waldrosr,5/12/2010 14:50,37.55196396,-77.43821613
7000502,Richmond Career Education Center,"6140: Technical, trade, and other specialty schools",4230: Trade or specialty school facility,waldrosr,5/12/2010 14:47,37.58039892,-77.47005478
7009151,Virginia Treatment Center,6125: Alternate education services,4100: Medical facility,waldrosr,5/12/2010 14:42,37.54265696,-77.43041312
7009150,Richmond Detention Center,6125: Alternate education services,"4600: Jails, penitentiaries, detention centers, and other correctional facilities",waldrosr,5/12/2010 14:38,37.54919503,-77.42450444
7000048,Richmond Acceleration Program (Blackwell Annex),6125: Alternate education services,4210: Grade school,waldrosr,5/12/2010 14:34,37.51718941,-77.44289343
7000400,MathScience Innovation Center,6125: Alternate education services,4210: Grade school,waldrosr,5/12/2010 14:32,37.55640998,-77.4000002
7009149,Hospital Education,6126: Adult education services,4110: Hospital building,waldrosr,5/12/2010 14:27,37.57086436,-77.45042369
7000115,Franklin Military Academy,6125: Alternate education services,4210: Grade school,waldrosr,5/12/2010 14:13,37.52873858,-77.40387901
7000178,Open High School,6125: Alternate education services,4210: Grade school,waldrosr,5/12/2010 14:13,37.53763333,-77.45067747
7000473,Saint Catherines School,6120: Grade schools,4210: Grade school,waldrosr,5/12/2010 14:06,37.57257898,-77.52125213
7000296,Saint Andrews School,6120: Grade schools,4210: Grade school,waldrosr,5/12/2010 14:06,37.54201924,-77.45254327
7009148,Paradise Garage,2110: Automobile sales or service establishment,2280: Automobile repair and service structures,rosewl,11/17/2009 20:26,37.54801313,-77.46428563
7007958,United Daughters of the Confederacy National Headquarters,"6830: Civic, social, and fraternal organizations",4000: Institutional or community facilities,waldrosr,10/28/2009 10:07,37.55710222,-77.47375286
7007957,Southern Stove Works Manchester,1000: Residence or accommodation functions,2600: Industrial buildings and structures,waldrosr,10/28/2009 10:03,37.51793783,-77.43224384
7001586,Southern Stove Works,1000: Residence or accommodation functions,2600: Industrial buildings and structures,waldrosr,10/28/2009 10:01,37.56236817,-77.46010812
7007956,Richmond and Chesapeake Bay Railroad Car Barn,9900: Unclassifiable function,5700: Railroad facility,waldrosr,10/28/2009 9:58,37.55827018,-77.4466315
7007955,Lock Lane Condominiums,1000: Residence or accommodation functions,1200: Multifamily structures,waldrosr,10/28/2009 9:54,37.5659777,-77.50255123
7007954,Jeff Davis Highway Marker - United Daughters of the Confederacy,3440: Signs,"4700: Cemetery, monument, tombstone, or mausoleum",waldrosr,10/28/2009 9:53,37.51268992,-77.44819476
7007952,Marshall Street Apartments,1000: Residence or accommodation functions,4000: Institutional or community facilities,waldrosr,10/28/2009 9:50,37.54511644,-77.43846898
7007953,Green's Farm,1000: Residence or accommodation functions,"8000: Sheds, farm buildings, or agricultural facilities",waldrosr,10/28/2009 9:50,37.58248916,-77.52945193
7000686,Fairmount House,1000: Residence or accommodation functions,4210: Grade school,waldrosr,10/28/2009 9:47,37.54375555,-77.41274876
7007950,Elliot Grays Marker,3440: Signs,"4700: Cemetery, monument, tombstone, or mausoleum",waldrosr,10/28/2009 9:43,37.50335388,-77.4465954
7000959,Chamberlayne Gardens,1000: Residence or accommodation functions,1200: Multifamily structures,waldrosr,10/28/2009 8:57,37.59734136,-77.44887154
7007948,Boyd House,6130: Colleges and Universities,1000: Residential buildings,waldrosr,10/28/2009 8:56,37.5773072,-77.52778659
7007949,Seven Hills School,6120: Grade schools,6410: Gas storage and distribution facility,waldrosr,10/28/2009 8:55,37.56486946,-77.45319359
7001598,BCWH Architects,"2400: Business, professional, scientific, and technical services",2200: Store or shop building,waldrosr,10/23/2009 15:42,37.55666452,-77.45999695
7000888,Hunt-Sitterding House,6130: Colleges and Universities,1000: Residential buildings,waldrosr,10/22/2009 15:09,37.54696654,-77.45298237
7000159,E.H.S. Greene Elementary School,6121: Elementary,4210: Grade school,waldrosr,10/19/2009 7:02,37.49031324,-77.47650445
7000396,Benedictine High School,6120: Grade schools,4210: Grade school,waldrosr,10/14/2009 8:57,37.55783764,-77.47606084
7000782,Ballroom Pavilion,"6800: Associations, nonprofit organizations, etc","3400: Exhibition, convention, or conference structure",rosewl,8/11/2009 15:16,37.54329405,-77.43747032
7000249,State Capitol,6210: Legislative and executive functions,3600: Capitol buildings,rosewl,8/11/2009 15:11,37.53880116,-77.43357482
7000340,Cathedral of the Sacred Heart,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",rosewl,8/11/2009 15:01,37.54737389,-77.45177943
7000919,The American Civil War Center At Historic Tredegar,5210: Museum,2100: Office or bank building,rosewl,8/11/2009 14:58,37.53551932,-77.44497294
7000219,Tredegar Gun Foundry,5210: Museum,2600: Industrial buildings and structures,rosewl,8/11/2009 14:52,37.53512712,-77.44474703
